id	sex	amplexus_dead	amplexus	l1	l2	w	date	year	time	day	field	pop	day_numeric	genotype
Rtemp_Me220	M	N	N	88.5	143.3	NA	16/04/15	2015	02-05-25	D	field	M	10	YB1a
Rtemp_Me221	M	N	N	88	138.4	NA	16/04/15	2015	02-08-09	D	field	M	10	XX
Rtemp_Me222	M	N	N	81.4	133.3	NA	16/04/15	2015	02-09-31	D	field	M	10	YB10
Rtemp_Me223	M	N	N	91.1	142	NA	16/04/15	2015	02-10-43	D	field	M	10	YB40
Rtemp_Me224	M	N	N	81	135.1	NA	16/04/15	2015	02-11-36	D	field	M	10	XX
Rtemp_Me225	M	N	N	84.5	123.7	NA	16/04/15	2015	02-12-38	D	field	M	10	XX
Rtemp_Me226	M	N	N	83.4	110.5	NA	16/04/15	2015	02-13-45	D	field	M	10	YB1a
Rtemp_Me227	M	N	N	77.1	135.6	NA	16/04/15	2015	02-14-51	D	field	M	10	YB2b  
Rtemp_Me228	M	N	N	76.1	130	NA	16/04/15	2015	02-15-54	D	field	M	10	XX
Rtemp_Me229	M	N	N	83.6	122.5	NA	16/04/15	2015	02-17-05	D	field	M	10	XX
Rtemp_Me230	M	N	N	78.9	120	NA	16/04/15	2015	02-18-04	D	field	M	10	YB2a 
Rtemp_Me231	M	N	N	80.5	125	NA	16/04/15	2015	02-18-57	D	field	M	10	YB1a
Rtemp_Me232	M	N	N	81.4	136.3	NA	16/04/15	2015	02-20-03	D	field	M	10	XX
Rtemp_Me233	M	N	N	81.1	128	NA	16/04/15	2015	02-21-02	D	field	M	10	YB1a
Rtemp_Me234	M	N	N	75.3	113.6	NA	16/04/15	2015	02-21-58	D	field	M	10	XX
Rtemp_Me235	M	N	N	85.8	136.5	66.8	17/04/15	2015	00-34-50	E	field	M	11	XX
Rtemp_Me236	M	A	A	82.6	142.5	69	16/04/15	2015	23-09-33	E	field	M	11	XX
Rtemp_Me237	M	A	A	75.9	129	59.8	16/04/15	2015	23-12-02	E	field	M	11	XX
Rtemp_Me238	M	A	A	80.7	137.8	58.4	16/04/15	2015	23-14-05	E	field	M	11	XX
Rtemp_Me239	M	AD	A	63.6	123.4	37.8	16/04/15	2015	23-15-48	E	field	M	11	YB1a
Rtemp_Me240	M	AD	A	78.7	124.7	45.6	16/04/15	2015	23-17-21	E	field	M	11	XX
Rtemp_Me241	M	AD	A	79.9	138.1	63.7	16/04/15	2015	23-18-43	E	field	M	11	YB1a
Rtemp_Me242	M	N	N	75	128.4	54.1	16/04/15	2015	23-20-29	E	field	M	11	YB30
Rtemp_Me243	M	N	N	87.1	133.8	63.7	16/04/15	2015	23-21-41	E	field	M	11	XX
Rtemp_Me244	M	A	A	83.6	148.5	65.3	16/04/15	2015	23-23-58	E	field	M	11	XX
Rtemp_Me245	M	N	N	84.6	129.7	59.1	16/04/15	2015	23-25-24	E	field	M	11	YB30
Rtemp_Me246	M	N	N	78.9	129.9	55.9	16/04/15	2015	23-26-42	E	field	M	11	YB30
Rtemp_Me247	M	A	A	79.8	133	49.6	16/04/15	2015	23-29-15	E	field	M	11	YB10
Rtemp_Me248	M	N	N	94.1	140.4	78.5	16/04/15	2015	23-30-38	E	field	M	11	XX
Rtemp_Me249	M	N	N	85.8	132.1	56.4	16/04/15	2015	23-32-17	E	field	M	11	XX
Rtemp_Me250	M	N	N	75.5	125.8	46.6	16/04/15	2015	23-42-01	E	field	M	11	YB1a
Rtemp_Me251	M	N	N	90.2	135.7	53.8	16/04/15	2015	23-44-10	E	field	M	11	YB20
Rtemp_Me252	M	N	N	77.3	126.7	49.6	16/04/15	2015	23-45-18	E	field	M	11	YB30
Rtemp_Me253	M	N	N	92	146.5	66.5	16/04/15	2015	23-46-20	E	field	M	11	YB20
Rtemp_Me254	M	N	N	83.4	133.9	57.6	16/04/15	2015	23-47-37	E	field	M	11	XX
Rtemp_Me255	M	N	N	84.1	125.5	53.7	16/04/15	2015	23-49-06	E	field	M	11	YB1a
Rtemp_Me256	M	N	N	85	142	57.7	16/04/15	2015	23-50-08	E	field	M	11	YB2a 
Rtemp_Me257	M	N	N	77.1	126	53.9	16/04/15	2015	23-51-39	E	field	M	11	XX
Rtemp_Me258	M	N	N	83.6	138.2	67.7	16/04/15	2015	23-52-55	E	field	M	11	YB2b  
Rtemp_Me259	M	N	N	83.8	127.3	51.8	16/04/15	2015	23-54-25	E	field	M	11	XX
Rtemp_Me260	M	N	N	80	132.9	45.3	16/04/15	2015	23-55-32	E	field	M	11	YB20
Rtemp_Me261	M	N	N	82.5	120.7	62.1	16/04/15	2015	23-56-41	E	field	M	11	XX
Rtemp_Me262	M	N	N	79.9	125.5	46.4	16/04/15	2015	23-57-50	E	field	M	11	YB20
Rtemp_Me263	M	N	N	79.6	128.7	47.7	16/04/15	2015	23-58-55	E	field	M	11	YB40
Rtemp_Me264	M	A	A	71.8	116.9	38.4	17/04/15	2015	00-09-45	E	field	M	11	YB30
Rtemp_Me265	M	N	N	94.8	140.1	57.8	17/04/15	2015	00-11-04	E	field	M	11	XX
Rtemp_Me266	M	A1	A	83.5	129	52.5	17/04/15	2015	00-13-17	E	field	M	11	XX
Rtemp_Me267	M	A2	A	93.1	137.6	50.6	17/04/15	2015	00-14-27	E	field	M	11	XX
Rtemp_Me268	M	A	A	70.1	128.8	40.7	17/04/15	2015	00-16-00	E	field	M	11	YB50
Rtemp_Me269	M	N	N	85.3	134.2	71.7	17/04/15	2015	00-17-06	E	field	M	11	YB10
Rtemp_Me271	M	N	N	71.6	114.5	45.4	17/04/15	2015	00-20-12	E	field	M	11	XX
Rtemp_Me272	M	A	A	87	138	69.3	17/04/15	2015	00-21-36	E	field	M	11	YB10
Rtemp_Me273	M	A	A	89	126	53.7	17/04/15	2015	00-22-48	E	field	M	11	YB20
Rtemp_Me274	M	N	N	82.3	129	40.6	17/04/15	2015	00-23-54	E	field	M	11	YB20
Rtemp_Me275A	M	N	N	85.8	136.5	66.8	17/04/15	2015	NA	E	field	M	11	XX
Rtemp_Me275B	M	N	N	70.5	127	45.8	17/04/15	2015	00-25-12	E	field	M	11	XX
Rtemp_Me276	M	N	N	88.8	123.9	67	17/04/15	2015	00-36-35	E	field	M	11	XX
Rtemp_Me277	M	N	N	87.3	131	64.4	17/04/15	2015	00-37-36	E	field	M	11	XX
Rtemp_Me278	M	N	N	86.5	130	53.2	17/04/15	2015	00-39-11	E	field	M	11	XX
Rtemp_Me279	M	A	A	69.2	124.5	50.1	17/04/15	2015	00-40-57	E	field	M	11	YB20
Rtemp_Me280	M	N	N	78.5	141.4	53.1	17/04/15	2015	00-42-23	E	field	M	11	YB2a 
Rtemp_Me281	M	A	A	86	131.1	48.1	17/04/15	2015	00-43-52	E	field	M	11	XX
Rtemp_Me282	M	N	N	80	136.1	56.2	17/04/15	2015	00-44-53	E	field	M	11	YB1a
Rtemp_Me283	M	N	N	92.1	138.3	66.8	17/04/15	2015	00-46-08	E	field	M	11	YB10
Rtemp_Me284	M	N	N	76.3	116.3	43.2	17/04/15	2015	00-47-17	E	field	M	11	XX
Rtemp_Me285	M	N	N	82.2	127.6	50.1	17/04/15	2015	00-48-20	E	field	M	11	YB2b  
Rtemp_Me286	M	N	N	73.2	114.9	34	17/04/15	2015	00-49-35	E	field	M	11	YB20
Rtemp_Me287	M	N	N	81.2	133.1	55.4	17/04/15	2015	00-50-45	E	field	M	11	YB1a
Rtemp_Me288	M	N	N	81.3	122.9	42.9	17/04/15	2015	00-51-55	E	field	M	11	XX
Rtemp_Me289	M	N	N	76.8	134.6	56.1	17/04/15	2015	00-53-08	E	field	M	11	XX
Rtemp_Me290	M	N	N	80.1	132.2	47.2	17/04/15	2015	00-54-49	E	field	M	11	XX
Rtemp_Me291	M	N	N	82.9	130.2	50.3	17/04/15	2015	00-56-47	E	field	M	11	YB1a
Rtemp_Me292	M	N	N	80.4	127.2	43.7	17/04/15	2015	00-58-04	E	field	M	11	YB10
Rtemp_Me293	M	N	N	80.3	125.1	47	17/04/15	2015	00-59-32	E	field	M	11	YB20
Rtemp_Me294	M	N	N	75.2	120.5	43.4	17/04/15	2015	01-00-39	E	field	M	11	XX
Rtemp_Me295	M	N	N	92.8	136	56.8	17/04/15	2015	01-01-45	E	field	M	11	XX
Rtemp_Me297	M	N	N	74.2	125.6	49.4	17/04/15	2015	01-04-21	E	field	M	11	XX
Rtemp_Me298	M	N	N	84.7	138.5	57.8	17/04/15	2015	01-05-53	E	field	M	11	YB1a
Rtemp_Me299	M	N	N	70	129.9	46.5	17/04/15	2015	01-06-59	E	field	M	11	XX
Rtemp_Me300	M	N	N	73.7	135.1	56.2	17/04/15	2015	01-08-10	E	field	M	11	YB1a
Rtemp_Me301	M	N	N	86.6	130.2	63.3	17/04/15	2015	01-18-08	E	field	M	11	XX
Rtemp_Me302	M	N	N	85.2	119.2	51.5	17/04/15	2015	01-19-28	E	field	M	11	YB20
Rtemp_Me303	M	N	N	82.8	135	64.8	17/04/15	2015	01-20-26	E	field	M	11	YB2b  
Rtemp_Me304	M	A	A	74.7	113.9	42	17/04/15	2015	01-21-51	E	field	M	11	YB30
Rtemp_Me305	M	A	A	78.2	138.9	57.5	17/04/15	2015	01-23-04	E	field	M	11	XX
Rtemp_Me306	M	A1	A	77.3	119.8	45.1	17/04/15	2015	01-24-32	E	field	M	11	XX
Rtemp_Me307	M	A2	A	84	134	54.6	17/04/15	2015	01-25-35	E	field	M	11	XX
Rtemp_Me308	M	N	N	84.8	132.3	52.7	17/04/15	2015	01-26-43	E	field	M	11	YB30
Rtemp_Me309	M	A	A	73.1	113.9	39	17/04/15	2015	01-27-49	E	field	M	11	YB30
Rtemp_Me310	M	N	N	81.4	127.1	69.3	17/04/15	2015	01-29-02	E	field	M	11	XX
Rtemp_Me311	M	N	N	77.4	136	66.5	17/04/15	2015	01-30-01	E	field	M	11	YB20
Rtemp_Me312	M	N	N	82.5	126.7	43.5	17/04/15	2015	01-30-59	E	field	M	11	YB2a 
Rtemp_Me314	M	N	N	74.8	125.9	50.1	17/04/15	2015	01-33-10	E	field	M	11	YB1a
Rtemp_Me315	M	N	N	81.6	115.8	53.2	17/04/15	2015	01-34-12	E	field	M	11	YB2b  
Rtemp_Me316	M	N	N	82.1	130.9	44.6	17/04/15	2015	01-35-09	E	field	M	11	YB20
Rtemp_Me317	M	N	N	75.3	120.6	44.7	17/04/15	2015	01-36-03	E	field	M	11	XX
Rtemp_Me318	M	N	N	86.9	149.3	75	17/04/15	2015	01-37-38	E	field	M	11	XX
Rtemp_Me319	M	N	N	84.9	127.2	57.9	17/04/15	2015	01-38-51	E	field	M	11	XX
Rtemp_Me320	M	N	N	83.9	134.8	60.9	17/04/15	2015	01-39-51	E	field	M	11	YB2b  
Rtemp_Me321	M	N	N	90	147.6	66.2	17/04/15	2015	01-40-55	E	field	M	11	YB2a 
Rtemp_Me322	M	N	N	75.3	132	58.7	17/04/15	2015	01-42-02	E	field	M	11	YB40
Rtemp_Me323	M	N	N	75.2	135.3	67	17/04/15	2015	01-43-02	E	field	M	11	YB1a
Rtemp_Me324	M	N	N	69.4	111.9	37.2	17/04/15	2015	01-44-07	E	field	M	11	YB1a
Rtemp_Me325	M	N	N	77.2	124	47.4	17/04/15	2015	01-45-05	E	field	M	11	YB2b  
Rtemp_Me326	M	N	N	80	116.9	50.6	17/04/15	2015	01-46-13	E	field	M	11	YB30
Rtemp_Me327	M	N	N	75.8	121.2	47.2	17/04/15	2015	01-47-50	E	field	M	11	XX
Rtemp_Me328	M	N	N	70.9	127.9	47.9	17/04/15	2015	01-49-10	E	field	M	11	YB2a 
Rtemp_Me329	M	N	N	83.3	122.9	45.1	17/04/15	2015	01-50-09	E	field	M	11	YB50
Rtemp_Me330	M	N	N	89.4	136.2	56.5	17/04/15	2015	01-51-14	E	field	M	11	XX
Rtemp_Me331	M	N	N	81.5	119	44.9	17/04/15	2015	01-52-35	E	field	M	11	YB2a 
Rtemp_Me332	M	N	N	70.2	133.8	52.5	17/04/15	2015	01-53-51	E	field	M	11	YB30
Rtemp_Me333	M	N	N	81.1	142.7	56.5	17/04/15	2015	01-55-25	E	field	M	11	YB20
Rtemp_Me334	M	N	N	75.2	130.6	49.8	17/04/15	2015	01-57-49	E	field	M	11	YB1a
Rtemp_Me335	M	N	N	75.7	122.6	38.5	17/04/15	2015	01-59-00	E	field	M	11	YB2b  
Rtemp_Me336	M	N	N	78.9	137.9	59.6	19/04/15	2015	22-18-02	F	field	M	13	YB1a
Rtemp_Me337	M	AD1	A	76.3	126.3	45.8	19/04/15	2015	22-22-34	F	field	M	13	XX
Rtemp_Me338	M	AD2	A	88.7	143.5	68.9	19/04/15	2015	22-24-12	F	field	M	13	YB10
Rtemp_Me339	M	AD1	A	86.7	133.9	56.3	19/04/15	2015	22-25-55	F	field	M	13	YB1a
Rtemp_Me340	M	AD2	A	90.1	144.8	68.9	19/04/15	2015	22-27-54	F	field	M	13	YB1a
Rtemp_Me341	M	N	N	83.9	140.3	57	19/04/15	2015	22-29-03	F	field	M	13	XX
Rtemp_Me342	M	N	N	73.6	125.8	43.9	19/04/15	2015	22-30-26	F	field	M	13	XX
Rtemp_Me343	M	AD	A	74.6	132.8	52.4	19/04/15	2015	22-31-39	F	field	M	13	YB10
Rtemp_Me344	M	N	N	95.7	143.5	65.4	19/04/15	2015	22-33-09	F	field	M	13	YB2a 
Rtemp_Me345	M	N	N	87	136.4	62.7	19/04/15	2015	22-34-23	F	field	M	13	YB2b  
Rtemp_Me346	M	N	N	77.3	126.9	45.9	19/04/15	2015	22-35-29	F	field	M	13	XX
Rtemp_Me347	M	N	N	87.3	133.2	53	19/04/15	2015	22-37-12	F	field	M	13	XX
Rtemp_Me348	M	N	N	85.7	133.2	56.2	19/04/15	2015	22-38-22	F	field	M	13	XX
Rtemp_Me349	M	N	N	81.1	131.6	48.6	19/04/15	2015	22-41-57	F	field	M	13	YB1a
Rtemp_Me350	M	N	N	94.6	128.9	50.6	19/04/15	2015	22-43-22	F	field	M	13	XX
Rtemp_Me351	M	AD	A	99.1	151.8	71	19/04/15	2015	22-46-14	F	field	M	13	YB20
Rtemp_Me352	M	N	N	96.1	130.4	68	19/04/15	2015	22-47-24	F	field	M	13	XX
Rtemp_Me353	M	N	N	72.8	119.7	44.6	19/04/15	2015	22-48-49	F	field	M	13	YB1a
Rtemp_Me354	M	N	N	93.4	136	59.7	19/04/15	2015	22-51-01	F	field	M	13	YB40
Rtemp_Me355	M	N	N	78.4	131.9	55.7	19/04/15	2015	22-52-19	F	field	M	13	XX
Rtemp_Me356	M	N	N	75.2	125.3	43.5	19/04/15	2015	22-53-35	F	field	M	13	XX
Rtemp_Me357	M	N	N	77.7	136.3	52	19/04/15	2015	22-55-52	F	field	M	13	XX
Rtemp_Me358	M	N	N	80.5	118.4	47.2	19/04/15	2015	22-57-32	F	field	M	13	YB1a
Rtemp_Me359	M	N	N	84.3	139	61.9	19/04/15	2015	22-59-43	F	field	M	13	YB10
Rtemp_Me360	M	N	N	97.7	142.1	85.2	19/04/15	2015	23-00-57	F	field	M	13	YB30
Rtemp_Me361	M	N	N	86.2	125.6	47.7	19/04/15	2015	23-02-24	F	field	M	13	XX
Rtemp_Me363	M	N	N	90.2	135.5	67.4	19/04/15	2015	23-03-54	F	field	M	13	XX
Rtemp_Me364	M	N	N	72	104.8	32	19/04/15	2015	23-05-14	F	field	M	13	YB20
Rtemp_Me365	M	N	N	97.9	135.2	67.4	19/04/15	2015	23-06-26	F	field	M	13	YB1a
Rtemp_Me366A	M	N	N	84	133.6	58.7	19/04/15	2015	23-08-38	F	field	M	13	XX
Rtemp_Me366B	M	N	N	84	133.6	58.7	19/04/15	2015	23-08-38	F	field	M	13	XX
Rtemp_Me367	M	N	N	82.2	133.5	52.5	19/04/15	2015	23-10-29	F	field	M	13	YB1a
Rtemp_Me368	M	N	N	89.6	134	67.6	19/04/15	2015	23-11-38	F	field	M	13	YB20
Rtemp_Me369	M	N	N	78.4	112.8	43.8	19/04/15	2015	23-12-48	F	field	M	13	YB1a
Rtemp_Me370	M	N	N	78.4	129.2	49.3	19/04/15	2015	23-13-57	F	field	M	13	YB1a
Rtemp_Me371	M	N	N	87	129.6	48.3	19/04/15	2015	23-15-11	F	field	M	13	YB30
Rtemp_Me372	M	N	N	85.8	130.9	49.5	19/04/15	2015	23-16-14	F	field	M	13	XX
Rtemp_Me373	M	N	N	97.9	146.8	59.4	19/04/15	2015	23-17-15	F	field	M	13	XX
Rtemp_Me374	M	N	N	82.9	125.5	50.8	19/04/15	2015	23-18-15	F	field	M	13	XX
Rtemp_Me375	M	N	N	79.7	134.9	54.8	19/04/15	2015	23-19-45	F	field	M	13	XX
Rtemp_Me376	M	N	N	73.8	125.9	41	19/04/15	2015	23-20-44	F	field	M	13	XX
Rtemp_Me377	M	N	N	84.1	136.5	50.7	19/04/15	2015	23-21-49	F	field	M	13	YB20
Rtemp_Me378	M	N	N	88.1	127.5	46.8	19/04/15	2015	23-22-53	F	field	M	13	YB1a
Rtemp_Me379	M	N	N	79.6	137.6	56.3	19/04/15	2015	23-23-54	F	field	M	13	YB10
Rtemp_Me380	M	N	N	78.8	126.5	46.3	19/04/15	2015	23-24-59	F	field	M	13	YB2a 
Rtemp_Me381	M	N	N	99.3	146	65.9	19/04/15	2015	23-45-27	F	field	M	13	YB2b  
Rtemp_Me382	M	N	N	84.5	118	44.8	19/04/15	2015	23-46-48	F	field	M	13	XX
Rtemp_Me383	M	N	N	95.3	124.9	64.7	19/04/15	2015	23-49-13	F	field	M	13	YB1a
Rtemp_Me384	M	AD	A	76	113.8	44	19/04/15	2015	23-52-16	F	field	M	13	XX
Rtemp_Me385	M	N	N	91	136.7	63.3	19/04/15	2015	23-53-13	F	field	M	13	YB20
Rtemp_Me386	M	N	N	86.4	137.1	56.4	19/04/15	2015	23-57-09	F	field	M	13	YB10
Rtemp_Me387	M	N	N	89.4	125	56.6	19/04/15	2015	23-58-17	F	field	M	13	XX
Rtemp_Me388	M	N	N	79.5	114.4	41.1	19/04/15	2015	23-59-22	F	field	M	13	XX
Rtemp_Me389	M	N	N	80.5	123.4	43.3	20/04/15	2015	00-00-23	F	field	M	13	YB10
Rtemp_Me390	M	N	N	79	137.3	46.3	20/04/15	2015	00-01-31	F	field	M	13	XX
Rtemp_Me391	M	N	N	83.4	131.2	47.3	20/04/15	2015	00-02-33	F	field	M	13	YB40
Rtemp_Me392	M	N	N	85.7	129.4	49	20/04/15	2015	00-03-27	F	field	M	13	YB20
Rtemp_Me393	M	N	N	74.3	128.5	46.3	20/04/15	2015	00-04-29	F	field	M	13	YB2a 
Rtemp_Me394	M	N	N	82.4	131.9	51.2	20/04/15	2015	00-05-38	F	field	M	13	YB1a
Rtemp_Me395	M	N	N	77.9	116.5	37.6	20/04/15	2015	00-06-57	F	field	M	13	XX
Rtemp_Me396	M	N	N	92.5	139.6	55.7	20/04/15	2015	00-08-09	F	field	M	13	XX
Rtemp_Me397	M	N	N	70.1	121.3	39	20/04/15	2015	00-09-29	F	field	M	13	YB2a 
Rtemp_Me398	M	N	N	71.7	112.8	34	20/04/15	2015	00-10-32	F	field	M	13	XX
Rtemp_Me399	M	N	N	76.6	124.6	41.3	20/04/15	2015	00-11-28	F	field	M	13	YB1a
Rtemp_Me400	M	N	N	93.4	139.2	54.1	20/04/15	2015	00-12-34	F	field	M	13	YB1a
Rtemp_Me401	M	N	N	76.1	130.1	50.3	20/04/15	2015	00-13-35	F	field	M	13	XX
Rtemp_Me402	M	N	N	72.6	122.3	39.1	20/04/15	2015	00-43-10	F	field	M	13	XX
Rtemp_Me403	M	N	N	86.3	136.5	52.5	20/04/15	2015	00-44-17	F	field	M	13	YB1a
Rtemp_Me404	M	N	N	75.7	135.7	57.8	20/04/15	2015	00-45-45	F	field	M	13	XX
Rtemp_Me405	M	N	N	94	134.2	62.4	20/04/15	2015	00-47-26	F	field	M	13	XX
Rtemp_Me406	M	N	N	81.6	128.7	40.9	20/04/15	2015	00-48-23	F	field	M	13	YB30
Rtemp_Me407	M	N	N	82.5	132.3	56	20/04/15	2015	00-49-23	F	field	M	13	XX
Rtemp_Me408	M	N	N	75.8	123.6	42.5	20/04/15	2015	00-50-17	F	field	M	13	YB2a 
Rtemp_Me409	M	N	N	83.7	125	51.3	20/04/15	2015	00-51-16	F	field	M	13	XX
Rtemp_Me410	M	N	N	76.1	111.7	35.5	20/04/15	2015	00-52-20	F	field	M	13	YB20
Rtemp_Me411	M	N	N	84.1	129.6	49.6	20/04/15	2015	00-54-30	F	field	M	13	XX
Rtemp_Me412	M	N	N	76.6	121.9	60.3	20/04/15	2015	00-55-31	F	field	M	13	XX
Rtemp_Me413	M	N	N	92.9	128.3	66.2	20/04/15	2015	00-56-36	F	field	M	13	YB1a
Rtemp_Me414	M	N	N	73.9	126.1	49.8	20/04/15	2015	00-57-33	F	field	M	13	XX
Rtemp_Me415	M	N	N	80.1	127.2	42.2	20/04/15	2015	00-59-04	F	field	M	13	YB20
Rtemp_Me416	M	N	N	80.9	125.7	59.4	20/04/15	2015	01-00-03	F	field	M	13	YB20
Rtemp_Me417	M	N	N	76.4	124.2	38.4	20/04/15	2015	01-01-29	F	field	M	13	XX
Rtemp_Me418	M	N	N	80.4	116.9	50.1	20/04/15	2015	01-02-38	F	field	M	13	XX
Rtemp_Me419	M	D	D	83.3	124.3	45.8	14/04/15	2015	12-22-13	C	field	M	9	XX
Rtemp_Me420	M	N	N	78.7	124	45	14/04/15	2015	12-23-37	C	field	M	9	YB1a
Rtemp_Me421	M	AD	A	84.2	139.2	60.4	14/04/15	2015	12-25-22	C	field	M	9	YB2a 
Rtemp_Me422	M	N	N	79.7	133.5	52.9	14/04/15	2015	12-27-47	C	field	M	9	XX
Rtemp_Me423	M	N	N	76.1	124.3	49	14/04/15	2015	12-29-49	C	field	M	9	YB20
Rtemp_Me424	M	N	N	80.3	128.7	51.2	14/04/15	2015	12-31-23	C	field	M	9	YB10
Rtemp_MeM54	M	A	A	91.6	133.1	54.5	19/04/15	2015	NA	F	lab	M	13	YB30
wm08	M	A	A	74.5	121.1	NA	12/04/15	2015	NA	B	lab	M	7	XX
wm09	M	A	A	86	138.5	NA	12/04/15	2015	NA	B	lab	M	7	YB2a 
wm10	M	A	A	78.5	130	NA	12/04/15	2015	NA	B	lab	M	7	XX
wm11	M	A	A	85.8	126.9	NA	12/04/15	2015	NA	B	lab	M	7	XX
wm12	M	A	A	82.7	125.7	NA	16/04/15	2015	NA	E	lab	M	11	YB20
wm13	M	A	A	71.4	126	NA	16/04/15	2015	NA	E	lab	M	11	YB1a
wm14	M	A	A	82.9	128.2	NA	16/04/15	2015	NA	E	lab	M	11	YB2a 
wm15	M	A	A	89.7	145.3	NA	16/04/15	2015	NA	E	lab	M	11	YB10
wm16	M	A	A	83.7	151.5	NA	16/04/15	2015	NA	E	lab	M	11	XX
wm17	M	A	A	81.5	127.2	NA	16/04/15	2015	NA	E	lab	M	11	YB40
wm18	M	A	A	NA	NA	NA	16/04/15	2015	NA	E	lab	M	11	XX
wm19	M	A	A	81.5	137.9	NA	16/04/15	2015	NA	E	lab	M	11	YB30
wm20	M	A	A	85.2	134.5	NA	16/04/15	2015	NA	E	lab	M	11	YB1a
wm21	M	A	A	81.6	133.2	NA	16/04/15	2015	NA	E	lab	M	11	YB1a
wm22	M	A	A	85.5	136.3	NA	16/04/15	2015	NA	E	lab	M	11	YB1a
wm23	M	A	A	94.4	136.3	NA	16/04/15	2015	NA	E	lab	M	11	YB2a 
wm24	M	A	A	81	131.7	NA	16/04/15	2015	NA	E	lab	M	11	YB1a
wm25	M	A	A	79.2	121	NA	16/04/15	2015	NA	E	lab	M	11	YB40
wm26	M	A	A	74.7	131.5	NA	16/04/15	2015	NA	E	lab	M	11	YB10
wm27	M	A	A	NA	NA	NA	16/04/15	2015	NA	E	lab	M	11	XX
wm28	M	A	A	86.5	125.8	NA	19/04/15	2015	NA	F	lab	M	13	YB20
wm29	M	A	A	79.1	130.6	NA	19/04/15	2015	NA	F	lab	M	13	XX
wm30	M	A	A	78.5	117.3	NA	19/04/15	2015	NA	F	lab	M	13	YB10
wm31	M	A	A	96	137.6	NA	19/04/15	2015	NA	F	lab	M	13	YB20
wm32	M	A	A	85.8	127.7	NA	19/04/15	2015	NA	F	lab	M	13	YB1a
wm33	M	A	A	85.8	131.3	NA	19/04/15	2015	NA	F	lab	M	13	YB20
wm37	M	A	A	91	135.4	NA	19/04/15	2015	NA	F	lab	M	13	XX
wm38	M	A	A	NA	NA	NA	19/04/15	2015	NA	F	lab	M	13	XX
wm39	M	A	A	NA	NA	NA	19/04/15	2015	NA	F	lab	M	13	XX
wm40	M	A	A	89.5	125.9	NA	19/04/15	2015	NA	F	lab	M	13	YB10
wm41	M	A	A	NA	NA	NA	19/04/15	2015	NA	F	lab	M	13	YB1a
wm42	M	A	A	88.2	123.7	NA	19/04/15	2015	NA	F	lab	M	13	YB1a
wm43	M	A	A	NA	NA	NA	19/04/15	2015	NA	F	lab	M	13	YB20
wm44	M	A	A	79.6	125.6	NA	19/04/15	2015	NA	F	lab	M	13	YB1a
wm45	M	A	A	84	149.1	NA	19/04/15	2015	NA	F	lab	M	13	XX
wm46	M	A	A	90	127.2	NA	19/04/15	2015	NA	F	lab	M	13	XX
wm47	M	A	A	85.7	130.7	NA	19/04/15	2015	NA	F	lab	M	13	XX
wm48	M	A	A	86.8	124.5	NA	19/04/15	2015	NA	F	lab	M	13	YB50
wm49	M	A	A	82.7	127.1	NA	19/04/15	2015	NA	F	lab	M	13	YB30
wm50	M	A	A	65.9	116	NA	19/04/15	2015	NA	F	lab	M	13	YB2a 
wm51	M	A	A	79.3	135.9	NA	19/04/15	2015	NA	F	lab	M	13	YB1a
wm52	M	A	A	75.4	116.7	NA	19/04/15	2015	NA	F	lab	M	13	YB30
wm53	M	A	A	73.3	116	NA	19/04/15	2015	NA	F	lab	M	13	YB20
Met1-16	M	A	A	NA	NA	36.8	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met10-16	M	A	A	NA	NA	40	NA	2016	NA2	NA2	androgenesis	M	NA2	YB2a
Met11-16	M	A	A	NA	NA	48.5	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met12-16	M	A	A	NA	NA	46.7	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met14_M	M	A	A	NA	NA	52	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met15_M	M	A	A	NA	NA	30	NA	2016	NA2	NA2	androgenesis	M	NA2	YB2a
MET16-001M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB50
MET16-003M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB30
MET16-004M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-005M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-006M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-007M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-008M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-009M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-010M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2b 
MET16-011M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB10
MET16-012M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-013M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
