id	sex	amplexus_dead	amplexus	l1	l2	w	date	year	time	day	field	pop	day_numeric	genotype
MET16-014M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-015M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB10
MET16-016M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-017M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2a 
MET16-018M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB30
MET16-019M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB30
MET16-020M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2b 
MET16-021M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB30
MET16-022M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB30
MET16-023M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-024M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-025M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2a 
MET16-026M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2b 
MET16-027M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2b 
MET16-028M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-029M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB20
MET16-030M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-031M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2a 
MET16-032M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-033M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB20
MET16-034M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB30
MET16-035M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2a 
MET16-036M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB50
MET16-037M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-038M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-041M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-042M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-043M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2a 
MET16-044M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB30
MET16-045M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-046M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-047M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2a 
MET16-048M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-049M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-050M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2b 
MET16-051M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-052M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-053M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-054M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-055M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB1a
MET16-057M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	XX
MET16-058M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB2a 
MET16-059M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB20
MET16-060M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA2	YB10
MET16-061M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB2a 
MET16-062M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
MET16-063M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB2b  
MET16-066M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-067M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB2b  
MET16-068M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB50
MET16-069M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-070M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB40
MET16-071M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-072M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-073M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB30
MET16-077M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-078M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-079M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-080M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB20
MET16-081M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB20
MET16-082M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB10
MET16-087M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB10
MET16-088M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-089M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB2a 
MET16-090M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
MET16-091M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
MET16-092M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
MET16-093M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB10
MET16-094M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB50
MET16-095M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
MET16-096M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-097M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB1a
MET16-098M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
MET16-099M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
MET16-100M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	YB2a 
MET16-101M	M	A	A	NA	NA	NA	NA	2016	NA2	NA2	miawktc	M	NA	XX
Met17_M	M	A	A	NA	NA	40	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met18_M	M	A	A	NA	NA	52	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met19_M	M	A	A	NA	NA	42	NA	2016	NA2	NA2	androgenesis	M	NA2	YB2a
Met2-16	M	A	A	NA	NA	43	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met20_M	M	A	A	NA	NA	42	NA	2016	NA2	NA2	androgenesis	M	NA2	YB50
Met21_M	M	A	A	NA	NA	41	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met22_M	M	A	A	NA	NA	44	NA	2016	NA2	NA2	androgenesis	M	NA2	YB40
Met23_M	M	A	A	NA	NA	51	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met24_M	M	A	A	NA	NA	41	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met26_M	M	A	A	NA	NA	49	NA	2016	NA2	NA2	androgenesis	M	NA2	YB30
Met27_M	M	A	A	NA	NA	63	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met28_M	M	A	A	NA	NA	28	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met29_M	M	A	A	NA	NA	42	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met3-16	M	A	A	NA	NA	40.7	NA	2016	NA2	NA2	androgenesis	M	NA2	YB2a
Met30_M	M	A	A	NA	NA	51	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met31_M	M	A	A	NA	NA	53	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met32_M	M	A	A	NA	NA	44	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met33_M	M	A	A	NA	NA	54	NA	2016	NA2	NA2	androgenesis	M	NA2	YB20
Met34_M	M	A	A	NA	NA	39	NA	2016	NA2	NA2	androgenesis	M	NA2	YB20
Met35_M	M	A	A	NA	NA	57	NA	2016	NA2	NA2	androgenesis	M	NA2	YB10
Met36_M	M	A	A	NA	NA	69	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met37_M	M	A	A	NA	NA	34	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met38_M	M	A	A	NA	NA	63	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met39_M	M	A	A	NA	NA	53	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met4-16	M	A	A	NA	NA	52	NA	2016	NA2	NA2	androgenesis	M	NA2	YB30
Met40_M	M	A	A	NA	NA	37	NA	2016	NA2	NA2	androgenesis	M	NA2	YB10
Met41_M	M	A	A	NA	NA	48	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met42_M	M	A	A	NA	NA	49	NA	2016	NA2	NA2	androgenesis	M	NA2	YB2a
Met43_M	M	A	A	NA	NA	60	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met44_M	M	A	A	NA	NA	44	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met45_M	M	A	A	NA	NA	53	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met46_M	M	A	A	NA	NA	50	NA	2016	NA2	NA2	androgenesis	M	NA2	YB10
Met47_M	M	A	A	NA	NA	64	NA	2016	NA2	NA2	androgenesis	M	NA2	YB50
Met48_M	M	A	A	NA	NA	48	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met49_M	M	A	A	NA	NA	60.6	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met5-16	M	A	A	NA	NA	37.8	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met50_M	M	A	A	NA	NA	57	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met51_M	M	A	A	NA	NA	51	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met52_M	M	A	A	NA	NA	57	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met53_M	M	A	A	NA	NA	54	NA	2016	NA2	NA2	androgenesis	M	NA2	YB2a
Met54_M	M	A	A	NA	NA	46.5	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met6-16	M	A	A	NA	NA	29	NA	2016	NA2	NA2	androgenesis	M	NA2	XX
Met7-16	M	A	A	NA	NA	35.4	NA	2016	NA2	NA2	androgenesis	M	NA2	YB2a
Met8-16	M	A	A	NA	NA	42	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
Met9-16	M	A	A	NA	NA	49	NA	2016	NA2	NA2	androgenesis	M	NA2	YB1a
